city,pm25,pm10,no2,so2,co,o3
Delhi,99.8685661204493,147.103280097026,49.7153280715104,19.6151492820401,0.729753987582999,46.4879456457623
Delhi,143.168512620296,208.517207203354,32.9578842109757,14.7128002179298,0.660974692156261,43.0140536964462
Delhi,89.6784908626414,101.412885969485,14.1262325123045,9.18856235379514,0.496150663899673,54.7137099889291
Delhi,43.6790369791516,65.4329629524457,61.9847315338233,10.8711184975673,0.820258461406377,28.6287772067981
Delhi,58.2246910189927,110.44314281319,22.7350963386655,13.8784900917284,0.619808393024359,45.6245937531009
Delhi,55.9317355108241,142.977299201003,39.797541628931,6.7114453552205,1.04676347363096,31.6873452504347
Delhi,88.3545438001902,99.1611413225947,20.0772092665235,12.9843061793456,1.02153997399862,52.5705242178496
Delhi,75.3740687044704,119.351994792685,17.8221701444886,8.40077895802646,0.661808368712064,65.8568333932837
Delhi,93.7447315827385,108.483928475484,44.8612595409219,10.0745885979184,0.596923399908212,59.175144332613
Delhi,121.239980899838,189.865583282162,27.4117371516604,10.4539381207439,0.899379029421069,64.6331769068354
Delhi,60.8330304861884,107.119850952912,23.4049753899096,6.01896687959665,1.04375774671826,70.3436004285623
Delhi,77.1195951367866,147.190253094627,45.4245403757145,8.77440122697438,0.908418681652524,73.0705484969896
Delhi,78.5669584356019,159.859831551882,5,16.1095125218761,0.826114120471451,45.514889743012
Delhi,83.6704310614201,93.9190527694022,36.7049216824373,13.7855628575587,1.24336821342245,42.2259467258953
Delhi,47.6602558842725,87.6251150125818,53.7310317655311,13.6437555482984,0.641071938869888,57.6990114967003
Delhi,83.8831019739216,153.256001784579,29.4692035918397,10.3616892670112,0.682367554060353,28.0472757780182
Delhi,91.8448110825831,147.065916526181,40.0767018496369,10.8270643331243,0.375388777384876,43.6903201585196
Delhi,66.2914193389292,100.245873954497,37.5807143250099,14.0202542840727,1.36585577036316,52.6186671924776
Delhi,90.3020156289106,138.813097313587,11.2184317705144,11.8674306227539,0.818069062982308,86.9486316872793
Delhi,72.3055614087551,128.336508255427,39.4793234544214,6.15660981190234,1.14284684435451,61.2789954903016
Delhi,111.641277881722,143.453528785827,61.0419146640415,4.9907446860386,0.976057128140081,82.8568343871497
Delhi,40.3785469947725,79.052592402717,41.4947704763146,9.482621729419,0.33480097068016,51.0284446220904
Delhi,37.5078514509558,96.9797000636594,26.208636486493,19.7496720250877,0.565024012299129,45.1690772569149
Delhi,112.540688694787,137.923402366108,43.4118990190619,18.5357137714121,0.317755029631632,52.7695078779846
Delhi,90.3953117699369,156.031769205483,21.4457393368288,5.39771693457862,0.956582469685069,54.4547700984978
Delhi,90.0197140138351,146.948678203775,29.7996291763226,13.161268485805,0.887921741989604,39.2847287296045
Delhi,154.63098044579,214.107638864026,22.1304475419603,15.2827680431691,0.507595498931804,61.8062690561368
Delhi,126.343823160296,159.930176793262,54.4506419386648,14.0639046346825,1.04661804799835,78.4518947398092
Delhi,70.1844753598852,105.109752072735,26.6572835556172,7.92094857517281,0.776869487175769,55.1172796222497
Delhi,91.0676319732008,157.611296953921,40.1950283781686,19.2676703857866,0.720602950028613,90.8025374988443
Delhi,105.0266939106,137.883542782275,23.9366125290833,14.4123620762159,0.732961164402245,60.7100074113814
Delhi,98.9295049829418,147.472926729804,27.2980942289739,4.42576387657068,0.666045514379894,62.8459819148521
Delhi,88.5637497652082,113.648974190968,42.5977138877677,13.9265868986442,0.53484276913966,52.3058765891829
Delhi,82.32834873784,109.468942781228,45.3668104052243,14.8039226318412,1.12491537295258,65.8070307805236
Delhi,24.8932252817164,56.1367244834139,47.7255290081299,14.568929754561,0.954514305891814,107.790972359821
Delhi,102.835620427727,175.546933231339,54.310026452398,15.256956256529,0.705419226607896,61.384538307399
Delhi,49.0869914184971,94.3506192836969,32.7195467825635,12.4093706969316,1.49439757000205,21.9910221111238
Delhi,107.450407614981,125.196090191188,32.9210220131585,17.4447529848368,0.819284005728639,33.8338283310604
Delhi,51.3878516296013,114.979806608295,29.044500524243,13.0822929479099,0.813671551971144,40.2259947859128
Delhi,165.757763573013,228.436144019373,9.62286120013589,12.9322715738471,0.601464060569484,62.7865000219434
Delhi,48.299170462692,96.004441633354,47.5748091847069,16.3287759708506,0.439911077883267,44.9824814623858
Delhi,61.0021875535618,97.9356029020875,66.4818136042165,14.0249085548048,0.421734813699487,63.7679292058216
Delhi,164.886247880505,235.535553091528,17.2094505106898,9.57882963566874,1.18007334475599,39.3849580157183
Delhi,97.7527771258491,163.245458194436,26.0960429263288,11.702373219691,0.1,34.6341853799857
Delhi,69.8972739442736,94.9416103049766,64.4861695589745,4.84929311019684,0.667986653990905,51.9611086592914
Delhi,137.650931562645,158.933688539056,57.4474562823244,12.0511653050979,0.505547404685615,56.9315521139491
Delhi,87.9623878229388,125.958050279763,41.0470312748503,10.0734320156912,0.834055203575374,59.9319601178157
Delhi,143.440672645814,168.684362669277,71.995500619844,2.23956100238749,0.754464471489325,58.8247580972687
Delhi,91.2396747094013,128.785684312989,36.8781662446409,9.53499532670584,0.623190572916737,62.7440314553154
Delhi,94.2806194386019,130.422427533389,53.4939981314988,13.536497604383,1.04385863565169,59.4444326288542
Delhi,46.8401995631171,85.6365787591777,51.2094040768489,15.0518513271673,0.793729521810756,51.7599107496317
Delhi,131.106595831537,169.27516805482,48.2064607175506,10.9890367378305,0.734695639031834,66.4816527798079
Delhi,113.016653959521,179.286846679534,59.5821821073149,12.1050192081638,1.00458589138849,45.3459986510982
Delhi,92.9666540995377,140.363793012184,41.4549394748908,14.9757851271846,0.554533795029958,81.3858091352819
Delhi,39.7593047400119,65.4755324842573,57.371663102501,15.9583134698147,0.987235945115647,59.4251826389642
Delhi,79.5101290861234,111.565041656407,41.1370683729059,8.61419144243944,1.09253592002533,47.7941392774679
Delhi,46.9801121282995,90.5523952952397,46.1939718141344,9.18137723598013,0.553333881330071,53.6553081723787
Delhi,89.7986628443489,129.659799336926,32.9344254157252,13.1602496867882,0.365574697550803,28.8880433843517
Delhi,51.2622311499026,96.9932881156656,44.6636134839701,19.3767810847478,1.05729788696061,47.6009220505486
Delhi,79.2393516838925,109.188764391136,39.7223029601142,10.5567068053993,0.896815568101427,37.5915358467152
Delhi,100.773860569647,181.428638829698,38.3685977731471,14.0085586104947,1.00704319751333,43.9816929217125
Delhi,88.9636992724167,139.215547288053,41.4651414782325,8.13495108072267,0.807353052277683,57.4699743686818
Delhi,138.045744311802,207.231160833506,72.2977368626734,8.16326218555975,1.0616961910162,52.7501300860753
Delhi,167.592117328707,201.426151621604,27.4041723672884,9.00303677277989,0.162831282707058,42.1136746747886
Delhi,49.6346935378521,102.642569267376,45.1263396366574,21.3808541960794,1.08512715145582,41.346445165064
Delhi,44.0634131460657,103.901796576196,20.1965018946904,21.1572938292718,1.15383203621639,42.9623652184294
Delhi,11.4746188363649,88.5520663196731,38.2819023212107,18.1890815598673,0.32167170236169,41.0093746556934
Delhi,80.2097479887273,131.149359864022,33.2490179278113,15.1142496617375,0.479713871185222,47.8643077246806
Delhi,84.811825268476,145.100601949651,50.6742231713333,6.37678954081065,0.339765748779313,69.1651523284776
Delhi,93.2925604791837,128.322829748053,63.2672796328378,12.5783731714643,1.15378915521915,51.0127772211516
Delhi,162.429916995279,247.536733844144,36.2655377728139,16.8578547547718,0.993612784875544,70.5294733629852
Delhi,41.4030615767958,105.124090776765,55.8763673027438,3.20630256788443,0.445022446200268,19.4115173335985
Delhi,69.2237266222177,133.574571738137,62.5353557814404,12.3704739020989,1.28858466367139,29.2984781267766
Delhi,11.8647024257938,60.7537484478614,45.7609817340896,11.8365262595295,0.179767369988037,48.6631994073082
Delhi,27.8212199798059,91.2146709564067,45.4989736914527,7.30060106836322,0.645839924798992,34.1117971716657
Delhi,77.4928361090731,146.595682519098,25.2141093049668,14.5202325775892,0.640922714488268,38.1069075160648
Delhi,75.7187856018177,105.01393915343,31.6952604197923,6.01061053705576,1.38941753987492,50.5289532795759
Delhi,52.0109796802966,106.290577894981,38.3150792546376,10.8951520023339,0.984250010013028,61.3626156507096
Delhi,58.7799540955789,97.2635892826853,35.8742245427253,2,0.345442681340434,70.5031140116679
Delhi,145.798708540051,190.817987748924,48.6483544458365,13.5562507727177,1.72366424253657,66.7936236715187
Delhi,74.8832963407693,105.772487528761,15.9033051961364,13.0173181793361,0.573094776414709,28.6661943560349
Delhi,54.1370846302989,82.506124558011,65.3071245260885,16.4081987847473,0.797608207605015,72.1991620833504
Delhi,83.0947323059047,115.869048279339,62.8468611590449,14.6945502184233,0.488826153702063,47.1449198287459
Delhi,44.9752698646097,67.319275245323,53.8926632129746,21.5470832023507,0.380429727854258,58.4445385503586
Delhi,53.9742972351269,94.231789559833,31.114091136417,7.68004615160092,0.814556488383448,37.5357482538344
Delhi,90.8182730311936,139.813510842211,36.4157792970039,7.46218168979201,0.6269686008295,61.3308683873863
Delhi,100.036687504975,130.485582609004,41.4899845814384,15.7569356168589,0.299178415663589,58.150402885699
Delhi,53.4950496421661,114.907023014029,28.5511126518622,2.9755894966774,0.311737268635051,50.7212741999207
Delhi,90.3889000688593,122.302567566771,49.5788868816606,3.6923996886552,0.780176060405805,31.8347570035632
Delhi,53.9265556879136,104.874529114242,27.0937995207407,10.0772222788509,1.10188784276433,41.3466219571528
Delhi,113.427684482606,140.833547389453,47.9470626687292,19.2078431032895,0.1,38.0465711679428
Delhi,103.082885087222,149.021977366362,45.5671881005696,8.9800740664209,0.82597693624187,47.6648414691188
Delhi,126.711282466392,181.799699332417,45.064039931128,9.94061516938766,0.653718132778252,43.5116271827057
Delhi,95.7780856951319,137.358396078727,44.3466228534462,22.3770039932272,1.06133741102951,45.1096470174824
Delhi,128.048556886558,169.887049426127,9.42813197233219,6.95956844541298,0.238762423692243,44.7272977393804
Delhi,80.7367351675821,164.265481413088,44.9039106064624,10.9044973559557,1.04882167435505,16.8329703648817
Delhi,89.4245823243426,154.841886202082,17.8212063133024,17.7187702160346,0.901548922248324,43.770681291488
Delhi,105.311274644251,200.725131800339,42.7279938258774,13.2411029315017,0.662191730137927,37.2523344580281
Delhi,113.21343266177,146.091756143592,41.0734935582909,9.61171276617442,0.943693947723918,55.0049315793042
Delhi,121.501597770316,161.301269793221,35.9518759705994,7.10618142108846,0.666712021977167,55.6595073956728
Delhi,110.279544665814,141.836238182262,53.0440888015849,18.7781892940248,0.92403047096711,78.151937188371
Delhi,49.0484320358571,74.1553379696287,13.3191962664358,19.4802215574459,0.996309696906217,49.1662299363432
Delhi,91.1987450527928,118.688964106825,76.6862796942524,12.6461059098761,0.832818438381468,60.8864993584804
